,season,home_team,away_team,down,game_date,game_half,game_seconds_remaining,play_type,ydstogo,yardline_100
268005,2014,ATL,CAR,4.0,2014-12-28,Half1,2376.0,punt,1,69.0
268009,2014,ATL,CAR,4.0,2014-12-28,Half1,2291.0,punt,11,71.0
268015,2014,ATL,CAR,4.0,2014-12-28,Half1,2134.0,punt,9,53.0
268032,2014,ATL,CAR,4.0,2014-12-28,Half1,1847.0,punt,6,55.0
268039,2014,ATL,CAR,4.0,2014-12-28,Half2,1711.0,punt,22,92.0
268049,2014,ATL,CAR,4.0,2014-12-28,Half2,1429.0,field_goal,10,30.0
268054,2014,ATL,CAR,4.0,2014-12-28,Half2,1361.0,punt,3,73.0
268058,2014,ATL,CAR,4.0,2014-12-28,Half2,1259.0,punt,2,78.0
268075,2014,ATL,CAR,4.0,2014-12-28,Half2,923.0,no_play,5,36.0
268090,2014,ATL,CAR,4.0,2014-12-28,Half2,665.0,pass,18,23.0
268103,2014,ATL,CAR,4.0,2014-12-28,Half2,161.0,run,8,35.0
268108,2014,ATL,CAR,4.0,2014-12-28,Half2,110.0,pass,9,68.0
273195,2015,ATL,PHI,4.0,2015-09-14,Half1,3550.0,punt,6,76.0
273202,2015,ATL,PHI,4.0,2015-09-14,Half1,3360.0,field_goal,3,23.0
273207,2015,ATL,PHI,4.0,2015-09-14,Half1,3284.0,punt,10,80.0
273221,2015,ATL,PHI,4.0,2015-09-14,Half1,2994.0,punt,3,60.0
273225,2015,ATL,PHI,4.0,2015-09-14,Half1,2938.0,punt,15,85.0
273232,2015,ATL,PHI,4.0,2015-09-14,Half1,2791.0,,9,
273233,2015,ATL,PHI,4.0,2015-09-14,Half1,2791.0,punt,9,42.0
273255,2015,ATL,PHI,4.0,2015-09-14,Half1,2311.0,pass,1,34.0
273259,2015,ATL,PHI,4.0,2015-09-14,Half1,2243.0,field_goal,5,11.0
273264,2015,ATL,PHI,4.0,2015-09-14,Half1,2191.0,punt,3,70.0
273268,2015,ATL,PHI,4.0,2015-09-14,Half1,2117.0,punt,1,85.0
273281,2015,ATL,PHI,4.0,2015-09-14,Half1,1869.0,field_goal,7,21.0
273309,2015,ATL,PHI,4.0,2015-09-14,Half2,1499.0,punt,11,67.0
273345,2015,ATL,PHI,4.0,2015-09-14,Half2,654.0,field_goal,6,26.0
273359,2015,ATL,PHI,4.0,2015-09-14,Half2,393.0,field_goal,3,29.0
273371,2015,ATL,PHI,4.0,2015-09-14,Half2,152.0,field_goal,1,26.0
273378,2015,ATL,PHI,4.0,2015-09-14,Half2,120.0,punt,5,61.0
279923,2015,ATL,HOU,4.0,2015-10-04,Half1,3550.0,punt,8,69.0
279931,2015,ATL,HOU,4.0,2015-10-04,Half1,3324.0,run,1,45.0
279943,2015,ATL,HOU,4.0,2015-10-04,Half1,3068.0,punt,6,65.0
279966,2015,ATL,HOU,4.0,2015-10-04,Half1,2626.0,punt,10,79.0
279970,2015,ATL,HOU,4.0,2015-10-04,Half1,2569.0,punt,18,74.0
279982,2015,ATL,HOU,4.0,2015-10-04,Half1,2382.0,punt,3,60.0
280001,2015,ATL,HOU,4.0,2015-10-04,Half1,1920.0,punt,3,40.0
280013,2015,ATL,HOU,4.0,2015-10-04,Half1,1817.0,field_goal,8,35.0
280023,2015,ATL,HOU,4.0,2015-10-04,Half2,1669.0,pass,3,32.0
280033,2015,ATL,HOU,4.0,2015-10-04,Half2,1465.0,punt,2,72.0
280063,2015,ATL,HOU,4.0,2015-10-04,Half2,729.0,punt,10,80.0
280082,2015,ATL,HOU,4.0,2015-10-04,Half2,283.0,punt,3,56.0
280098,2015,ATL,HOU,4.0,2015-10-04,Half2,120.0,punt,12,82.0
280108,2015,ATL,HOU,4.0,2015-10-04,Half2,0.0,pass,17,17.0
282861,2015,ATL,WAS,4.0,2015-10-11,Half1,3474.0,punt,2,72.0
282872,2015,ATL,WAS,4.0,2015-10-11,Half1,3160.0,punt,8,56.0
282879,2015,ATL,WAS,4.0,2015-10-11,Half1,2951.0,punt,9,74.0
282890,2015,ATL,WAS,4.0,2015-10-11,Half1,2613.0,run,1,10.0
282908,2015,ATL,WAS,4.0,2015-10-11,Half1,2232.0,field_goal,9,24.0
282927,2015,ATL,WAS,4.0,2015-10-11,Half1,1911.0,punt,5,82.0
282935,2015,ATL,WAS,4.0,2015-10-11,Half1,1805.0,field_goal,1,20.0
282942,2015,ATL,WAS,4.0,2015-10-11,Half2,1668.0,pass,5,39.0
282946,2015,ATL,WAS,4.0,2015-10-11,Half2,1578.0,field_goal,8,30.0
282956,2015,ATL,WAS,4.0,2015-10-11,Half2,1306.0,field_goal,13,35.0
282962,2015,ATL,WAS,4.0,2015-10-11,Half2,1180.0,pass,6,40.0
282968,2015,ATL,WAS,4.0,2015-10-11,Half2,1018.0,field_goal,5,10.0
282973,2015,ATL,WAS,4.0,2015-10-11,Half2,959.0,punt,10,70.0
283005,2015,ATL,WAS,4.0,2015-10-11,Half2,162.0,field_goal,10,10.0
283016,2015,ATL,WAS,4.0,2015-10-11,Half2,51.0,pass,2,13.0
290855,2015,ATL,TB,4.0,2015-11-01,Half1,3308.0,run,1,14.0
290860,2015,ATL,TB,4.0,2015-11-01,Half1,3178.0,field_goal,3,3.0
290869,2015,ATL,TB,4.0,2015-11-01,Half1,2930.0,punt,7,48.0
290875,2015,ATL,TB,4.0,2015-11-01,Half1,2827.0,field_goal,9,20.0
290901,2015,ATL,TB,4.0,2015-11-01,Half1,2016.0,field_goal,3,5.0
290928,2015,ATL,TB,4.0,2015-11-01,Half2,1750.0,punt,9,79.0
290972,2015,ATL,TB,4.0,2015-11-01,Half2,737.0,punt,9,56.0
290980,2015,ATL,TB,4.0,2015-11-01,Half2,501.0,run,1,57.0
290987,2015,ATL,TB,4.0,2015-11-01,Half2,300.0,field_goal,4,6.0
290999,2015,ATL,TB,4.0,2015-11-01,Half2,120.0,pass,1,60.0
291028,2015,ATL,TB,4.0,2015-11-01,Overtime,477.0,no_play,4,7.0
291029,2015,ATL,TB,4.0,2015-11-01,Overtime,477.0,field_goal,9,12.0
291035,2015,ATL,TB,4.0,2015-11-01,Overtime,350.0,pass,7,58.0
297784,2015,ATL,IND,4.0,2015-11-22,Half1,3509.0,field_goal,5,29.0
297801,2015,ATL,IND,4.0,2015-11-22,Half1,3039.0,punt,1,60.0
297821,2015,ATL,IND,4.0,2015-11-22,Half1,2652.0,no_play,3,73.0
297822,2015,ATL,IND,4.0,2015-11-22,Half1,2603.0,punt,8,78.0
297859,2015,ATL,IND,4.0,2015-11-22,Half1,1839.0,punt,8,49.0
297881,2015,ATL,IND,4.0,2015-11-22,Half2,1349.0,punt,1,61.0
297888,2015,ATL,IND,4.0,2015-11-22,Half2,1226.0,punt,8,77.0
297910,2015,ATL,IND,4.0,2015-11-22,Half2,780.0,punt,6,81.0
297915,2015,ATL,IND,4.0,2015-11-22,Half2,623.0,punt,6,51.0
297923,2015,ATL,IND,4.0,2015-11-22,Half2,509.0,punt,8,60.0
297927,2015,ATL,IND,4.0,2015-11-22,Half2,412.0,punt,1,75.0
297931,2015,ATL,IND,4.0,2015-11-22,Half2,307.0,punt,4,70.0
297944,2015,ATL,IND,4.0,2015-11-22,Half2,57.0,field_goal,3,25.0
297953,2015,ATL,IND,4.0,2015-11-22,Half2,1.0,pass,3,61.0
300474,2015,ATL,MIN,4.0,2015-11-29,Half1,3458.0,punt,1,60.0
300478,2015,ATL,MIN,4.0,2015-11-29,Half1,3323.0,punt,1,64.0
300521,2015,ATL,MIN,4.0,2015-11-29,Half1,2178.0,field_goal,9,13.0
300529,2015,ATL,MIN,4.0,2015-11-29,Half1,2038.0,punt,5,60.0
300583,2015,ATL,MIN,4.0,2015-11-29,Half2,1013.0,field_goal,2,11.0
300590,2015,ATL,MIN,4.0,2015-11-29,Half2,900.0,punt,19,75.0
300607,2015,ATL,MIN,4.0,2015-11-29,Half2,389.0,field_goal,7,21.0
300612,2015,ATL,MIN,4.0,2015-11-29,Half2,279.0,pass,1,52.0
300629,2015,ATL,MIN,4.0,2015-11-29,Half2,98.0,no_play,2,2.0
312835,2015,ATL,CAR,4.0,2015-12-27,Half1,2477.0,punt,10,44.0
312844,2015,ATL,CAR,4.0,2015-12-27,Half1,2285.0,punt,12,40.0
312857,2015,ATL,CAR,4.0,2015-12-27,Half1,1912.0,,17,
312858,2015,ATL,CAR,4.0,2015-12-27,Half1,1912.0,punt,17,37.0
312874,2015,ATL,CAR,4.0,2015-12-27,Half2,1407.0,field_goal,11,25.0
312883,2015,ATL,CAR,4.0,2015-12-27,Half2,1229.0,field_goal,9,15.0
312899,2015,ATL,CAR,4.0,2015-12-27,Half2,852.0,no_play,4,63.0
312911,2015,ATL,CAR,4.0,2015-12-27,Half2,484.0,field_goal,3,29.0
312924,2015,ATL,CAR,4.0,2015-12-27,Half2,148.0,field_goal,7,19.0
312931,2015,ATL,CAR,4.0,2015-12-27,Half2,113.0,pass,5,63.0
312937,2015,ATL,CAR,4.0,2015-12-27,Half2,95.0,field_goal,9,36.0
315950,2015,ATL,NO,4.0,2016-01-03,Half1,3462.0,punt,3,61.0
315962,2015,ATL,NO,4.0,2016-01-03,Half1,3108.0,field_goal,3,33.0
316005,2015,ATL,NO,4.0,2016-01-03,Half1,2244.0,field_goal,8,27.0
316013,2015,ATL,NO,4.0,2016-01-03,Half1,2015.0,pass,1,17.0
316043,2015,ATL,NO,4.0,2016-01-03,Half2,1546.0,punt,15,53.0
316056,2015,ATL,NO,4.0,2016-01-03,Half2,1234.0,field_goal,10,23.0
316095,2015,ATL,NO,4.0,2016-01-03,Half2,167.0,punt,18,43.0
316101,2015,ATL,NO,4.0,2016-01-03,Half2,115.0,punt,3,79.0
317032,2016,ATL,TB,4.0,2016-09-11,Half1,3484.0,punt,1,72.0
317040,2016,ATL,TB,4.0,2016-09-11,Half1,3297.0,field_goal,16,25.0
317046,2016,ATL,TB,4.0,2016-09-11,Half1,3133.0,field_goal,10,16.0
317051,2016,ATL,TB,4.0,2016-09-11,Half1,3046.0,punt,3,68.0
317055,2016,ATL,TB,4.0,2016-09-11,Half1,2965.0,punt,4,58.0
317087,2016,ATL,TB,4.0,2016-09-11,Half1,2223.0,punt,9,44.0
317091,2016,ATL,TB,4.0,2016-09-11,Half1,2108.0,punt,10,91.0
317101,2016,ATL,TB,4.0,2016-09-11,Half1,1910.0,field_goal,16,16.0
317133,2016,ATL,TB,4.0,2016-09-11,Half2,1416.0,punt,20,50.0
317148,2016,ATL,TB,4.0,2016-09-11,Half2,1128.0,pass,3,50.0
317159,2016,ATL,TB,4.0,2016-09-11,Half2,900.0,punt,2,67.0
317166,2016,ATL,TB,4.0,2016-09-11,Half2,701.0,punt,5,55.0
317170,2016,ATL,TB,4.0,2016-09-11,Half2,602.0,punt,6,88.0
317182,2016,ATL,TB,4.0,2016-09-11,Half2,299.0,field_goal,8,11.0
317196,2016,ATL,TB,4.0,2016-09-11,Half2,120.0,punt,2,50.0
317201,2016,ATL,TB,4.0,2016-09-11,Half2,77.0,pass,10,72.0
325853,2016,ATL,CAR,4.0,2016-10-02,Half1,3401.0,punt,5,74.0
325872,2016,ATL,CAR,4.0,2016-10-02,Half1,2942.0,punt,3,52.0
325889,2016,ATL,CAR,4.0,2016-10-02,Half1,2545.0,punt,6,43.0
325902,2016,ATL,CAR,4.0,2016-10-02,Half1,2161.0,field_goal,5,10.0
325909,2016,ATL,CAR,4.0,2016-10-02,Half1,1992.0,field_goal,3,36.0
325916,2016,ATL,CAR,4.0,2016-10-02,Half1,1913.0,punt,9,74.0
325926,2016,ATL,CAR,4.0,2016-10-02,Half1,1819.0,punt,2,56.0
325946,2016,ATL,CAR,4.0,2016-10-02,Half2,1407.0,punt,7,72.0
325961,2016,ATL,CAR,4.0,2016-10-02,Half2,1126.0,punt,6,71.0
325972,2016,ATL,CAR,4.0,2016-10-02,Half2,804.0,field_goal,11,35.0
325984,2016,ATL,CAR,4.0,2016-10-02,Half2,569.0,punt,9,49.0
326017,2016,ATL,CAR,4.0,2016-10-02,Half2,120.0,pass,2,16.0
326026,2016,ATL,CAR,4.0,2016-10-02,Half2,97.0,punt,10,75.0
335148,2016,ATL,LAC,4.0,2016-10-23,Half1,3091.0,field_goal,5,24.0
335158,2016,ATL,LAC,4.0,2016-10-23,Half1,2858.0,field_goal,9,9.0
335170,2016,ATL,LAC,4.0,2016-10-23,Half1,2614.0,field_goal,7,22.0
335186,2016,ATL,LAC,4.0,2016-10-23,Half1,2285.0,punt,11,93.0
335219,2016,ATL,LAC,4.0,2016-10-23,Half2,1703.0,punt,4,69.0
335223,2016,ATL,LAC,4.0,2016-10-23,Half2,1641.0,punt,3,82.0
335232,2016,ATL,LAC,4.0,2016-10-23,Half2,1395.0,punt,17,59.0
335240,2016,ATL,LAC,4.0,2016-10-23,Half2,1194.0,field_goal,2,19.0
335255,2016,ATL,LAC,4.0,2016-10-23,Half2,808.0,field_goal,12,13.0
335286,2016,ATL,LAC,4.0,2016-10-23,Half2,120.0,pass,2,57.0
335295,2016,ATL,LAC,4.0,2016-10-23,Half2,22.0,field_goal,10,15.0
335313,2016,ATL,LAC,4.0,2016-10-23,Overtime,736.0,run,1,55.0
336497,2016,ATL,GB,4.0,2016-10-30,Half1,3407.0,run,1,42.0
336501,2016,ATL,GB,4.0,2016-10-30,Half1,3286.0,field_goal,3,18.0
336541,2016,ATL,GB,4.0,2016-10-30,Half1,2335.0,field_goal,7,22.0
336546,2016,ATL,GB,4.0,2016-10-30,Half1,2245.0,punt,15,80.0
336552,2016,ATL,GB,4.0,2016-10-30,Half1,2162.0,punt,11,79.0
336584,2016,ATL,GB,4.0,2016-10-30,Half2,1571.0,punt,14,55.0
336610,2016,ATL,GB,4.0,2016-10-30,Half2,900.0,punt,21,65.0
336614,2016,ATL,GB,4.0,2016-10-30,Half2,763.0,punt,18,75.0
336649,2016,ATL,GB,4.0,2016-10-30,Half2,14.0,pass,3,68.0
346346,2016,ATL,ARI,4.0,2016-11-27,Half1,3084.0,pass,3,43.0
346366,2016,ATL,ARI,4.0,2016-11-27,Half1,2576.0,field_goal,7,7.0
346377,2016,ATL,ARI,4.0,2016-11-27,Half1,2316.0,field_goal,3,27.0
346384,2016,ATL,ARI,4.0,2016-11-27,Half1,2191.0,punt,11,51.0
346388,2016,ATL,ARI,4.0,2016-11-27,Half1,2109.0,punt,6,80.0
346393,2016,ATL,ARI,4.0,2016-11-27,Half1,2000.0,punt,33,94.0
346404,2016,ATL,ARI,4.0,2016-11-27,Half1,1913.0,punt,2,67.0
346425,2016,ATL,ARI,4.0,2016-11-27,Half2,1520.0,punt,22,80.0
346429,2016,ATL,ARI,4.0,2016-11-27,Half2,1453.0,punt,10,73.0
346455,2016,ATL,ARI,4.0,2016-11-27,Half2,862.0,pass,7,40.0
346460,2016,ATL,ARI,4.0,2016-11-27,Half2,736.0,no_play,5,43.0
346498,2016,ATL,ARI,4.0,2016-11-27,Half2,113.0,pass,7,72.0
348875,2016,ATL,KC,4.0,2016-12-04,Half1,3015.0,field_goal,3,4.0
348894,2016,ATL,KC,4.0,2016-12-04,Half1,2609.0,field_goal,4,4.0
348907,2016,ATL,KC,4.0,2016-12-04,Half1,2230.0,pass,1,3.0
348918,2016,ATL,KC,4.0,2016-12-04,Half1,2006.0,punt,5,58.0
348927,2016,ATL,KC,4.0,2016-12-04,Half1,1860.0,punt,5,70.0
348942,2016,ATL,KC,4.0,2016-12-04,Half2,1682.0,run,1,55.0
348954,2016,ATL,KC,4.0,2016-12-04,Half2,1440.0,pass,1,10.0
348965,2016,ATL,KC,4.0,2016-12-04,Half2,1098.0,punt,9,45.0
348988,2016,ATL,KC,4.0,2016-12-04,Half2,574.0,punt,2,61.0
356001,2016,ATL,SF,4.0,2016-12-18,Half1,3525.0,punt,1,68.0
356022,2016,ATL,SF,4.0,2016-12-18,Half1,3100.0,punt,11,88.0
356058,2016,ATL,SF,4.0,2016-12-18,Half1,2295.0,punt,11,63.0
356099,2016,ATL,SF,4.0,2016-12-18,Half2,1522.0,punt,21,48.0
356103,2016,ATL,SF,4.0,2016-12-18,Half2,1468.0,punt,7,90.0
356109,2016,ATL,SF,4.0,2016-12-18,Half2,1294.0,field_goal,4,32.0
356117,2016,ATL,SF,4.0,2016-12-18,Half2,1146.0,punt,6,57.0
356128,2016,ATL,SF,4.0,2016-12-18,Half2,954.0,punt,2,68.0
356138,2016,ATL,SF,4.0,2016-12-18,Half2,660.0,punt,12,39.0
356148,2016,ATL,SF,4.0,2016-12-18,Half2,383.0,punt,4,49.0
356158,2016,ATL,SF,4.0,2016-12-18,Half2,73.0,field_goal,6,23.0
359776,2016,ATL,NO,4.0,2017-01-01,Half1,3561.0,punt,11,76.0
359794,2016,ATL,NO,4.0,2017-01-01,Half1,3067.0,pass,1,30.0
359799,2016,ATL,NO,4.0,2017-01-01,Half1,2937.0,field_goal,1,1.0
359827,2016,ATL,NO,4.0,2017-01-01,Half1,2565.0,punt,8,73.0
359847,2016,ATL,NO,4.0,2017-01-01,Half1,2024.0,field_goal,6,22.0
359870,2016,ATL,NO,4.0,2017-01-01,Half2,1684.0,punt,10,75.0
359876,2016,ATL,NO,4.0,2017-01-01,Half2,1534.0,punt,10,56.0
359890,2016,ATL,NO,4.0,2017-01-01,Half2,1222.0,field_goal,4,4.0
359896,2016,ATL,NO,4.0,2017-01-01,Half2,1179.0,punt,12,77.0
359908,2016,ATL,NO,4.0,2017-01-01,Half2,900.0,punt,3,41.0
359924,2016,ATL,NO,4.0,2017-01-01,Half2,622.0,no_play,6,78.0
359925,2016,ATL,NO,4.0,2017-01-01,Half2,606.0,punt,11,83.0
359938,2016,ATL,NO,4.0,2017-01-01,Half2,316.0,punt,8,78.0
359949,2016,ATL,NO,4.0,2017-01-01,Half2,140.0,pass,5,52.0
359955,2016,ATL,NO,4.0,2017-01-01,Half2,95.0,run,1,26.0
367685,2017,ATL,GB,4.0,2017-09-17,Half1,2878.0,punt,21,86.0
367690,2017,ATL,GB,4.0,2017-09-17,Half1,2741.0,punt,13,67.0
367712,2017,ATL,GB,4.0,2017-09-17,Half1,2249.0,punt,6,56.0
367719,2017,ATL,GB,4.0,2017-09-17,Half1,2007.0,field_goal,15,33.0
367727,2017,ATL,GB,4.0,2017-09-17,Half1,1929.0,punt,10,72.0
367731,2017,ATL,GB,4.0,2017-09-17,Half1,1877.0,punt,9,55.0
367762,2017,ATL,GB,4.0,2017-09-17,Half2,1477.0,field_goal,10,10.0
367773,2017,ATL,GB,4.0,2017-09-17,Half2,1165.0,field_goal,12,35.0
367782,2017,ATL,GB,4.0,2017-09-17,Half2,985.0,pass,5,54.0
367790,2017,ATL,GB,4.0,2017-09-17,Half2,770.0,pass,7,33.0
367798,2017,ATL,GB,4.0,2017-09-17,Half2,583.0,punt,6,53.0
367826,2017,ATL,GB,4.0,2017-09-17,Half2,73.0,punt,9,44.0
367830,2017,ATL,GB,4.0,2017-09-17,Half2,48.0,pass,10,88.0
371205,2017,ATL,BUF,4.0,2017-10-01,Half1,3403.0,punt,7,47.0
371219,2017,ATL,BUF,4.0,2017-10-01,Half1,3012.0,punt,17,38.0
371230,2017,ATL,BUF,4.0,2017-10-01,Half1,2718.0,punt,9,50.0
371236,2017,ATL,BUF,4.0,2017-10-01,Half1,2680.0,punt,15,95.0
371244,2017,ATL,BUF,4.0,2017-10-01,Half1,2435.0,field_goal,4,10.0
371261,2017,ATL,BUF,4.0,2017-10-01,Half1,2071.0,punt,2,57.0
371265,2017,ATL,BUF,4.0,2017-10-01,Half1,2010.0,punt,7,82.0
371289,2017,ATL,BUF,4.0,2017-10-01,Half2,1698.0,punt,10,75.0
371322,2017,ATL,BUF,4.0,2017-10-01,Half2,729.0,no_play,1,1.0
371323,2017,ATL,BUF,4.0,2017-10-01,Half2,723.0,field_goal,6,6.0
371342,2017,ATL,BUF,4.0,2017-10-01,Half2,288.0,field_goal,7,38.0
371353,2017,ATL,BUF,4.0,2017-10-01,Half2,190.0,field_goal,12,37.0
371358,2017,ATL,BUF,4.0,2017-10-01,Half2,173.0,pass,4,69.0
371370,2017,ATL,BUF,4.0,2017-10-01,Half2,49.0,pass,1,10.0
376448,2017,ATL,MIA,4.0,2017-10-15,Half1,3288.0,field_goal,1,32.0
376456,2017,ATL,MIA,4.0,2017-10-15,Half1,3108.0,punt,5,48.0
376475,2017,ATL,MIA,4.0,2017-10-15,Half1,2608.0,punt,4,42.0
376480,2017,ATL,MIA,4.0,2017-10-15,Half1,2516.0,punt,11,81.0
376487,2017,ATL,MIA,4.0,2017-10-15,Half1,2277.0,pass,3,39.0
376528,2017,ATL,MIA,4.0,2017-10-15,Half2,1373.0,pass,1,17.0
376538,2017,ATL,MIA,4.0,2017-10-15,Half2,1154.0,punt,2,75.0
376557,2017,ATL,MIA,4.0,2017-10-15,Half2,711.0,run,19,42.0
376561,2017,ATL,MIA,4.0,2017-10-15,Half2,609.0,pass,2,44.0
376565,2017,ATL,MIA,4.0,2017-10-15,Half2,519.0,field_goal,6,31.0
376570,2017,ATL,MIA,4.0,2017-10-15,Half2,431.0,punt,16,81.0
376581,2017,ATL,MIA,4.0,2017-10-15,Half2,155.0,field_goal,11,20.0
387839,2017,ATL,DAL,4.0,2017-11-12,Half1,3255.0,punt,14,42.0
387859,2017,ATL,DAL,4.0,2017-11-12,Half1,2702.0,field_goal,2,32.0
387867,2017,ATL,DAL,4.0,2017-11-12,Half1,2493.0,no_play,8,37.0
387868,2017,ATL,DAL,4.0,2017-11-12,Half1,2489.0,no_play,18,47.0
387869,2017,ATL,DAL,4.0,2017-11-12,Half1,2466.0,punt,13,42.0
387878,2017,ATL,DAL,4.0,2017-11-12,Half1,2227.0,punt,19,78.0
387883,2017,ATL,DAL,4.0,2017-11-12,Half1,2105.0,punt,16,58.0
387933,2017,ATL,DAL,4.0,2017-11-12,Half2,1054.0,field_goal,18,20.0
387947,2017,ATL,DAL,4.0,2017-11-12,Half2,753.0,punt,19,84.0
387956,2017,ATL,DAL,4.0,2017-11-12,Half2,512.0,field_goal,6,11.0
387970,2017,ATL,DAL,4.0,2017-11-12,Half2,257.0,pass,6,20.0
387977,2017,ATL,DAL,4.0,2017-11-12,Half2,240.0,punt,12,71.0
387986,2017,ATL,DAL,4.0,2017-11-12,Half2,67.0,run,14,31.0
391505,2017,ATL,TB,4.0,2017-11-26,Half1,3290.0,field_goal,4,18.0
391519,2017,ATL,TB,4.0,2017-11-26,Half1,2936.0,field_goal,2,31.0
391526,2017,ATL,TB,4.0,2017-11-26,Half1,2803.0,punt,14,68.0
391531,2017,ATL,TB,4.0,2017-11-26,Half1,2703.0,punt,8,55.0
391535,2017,ATL,TB,4.0,2017-11-26,Half1,2655.0,punt,8,78.0
391545,2017,ATL,TB,4.0,2017-11-26,Half1,2450.0,punt,14,79.0
391571,2017,ATL,TB,4.0,2017-11-26,Half1,1900.0,field_goal,9,9.0
391615,2017,ATL,TB,4.0,2017-11-26,Half2,1057.0,punt,8,49.0
391641,2017,ATL,TB,4.0,2017-11-26,Half2,430.0,pass,1,18.0
391666,2017,ATL,TB,4.0,2017-11-26,Half2,21.0,pass,10,35.0
393967,2017,ATL,MIN,4.0,2017-12-03,Half1,3475.0,punt,3,56.0
393980,2017,ATL,MIN,4.0,2017-12-03,Half1,3145.0,pass,2,39.0
393985,2017,ATL,MIN,4.0,2017-12-03,Half1,3029.0,field_goal,6,20.0
393996,2017,ATL,MIN,4.0,2017-12-03,Half1,2802.0,punt,19,48.0
394000,2017,ATL,MIN,4.0,2017-12-03,Half1,2713.0,punt,4,92.0
394022,2017,ATL,MIN,4.0,2017-12-03,Half1,2151.0,field_goal,5,18.0
394028,2017,ATL,MIN,4.0,2017-12-03,Half1,2040.0,punt,14,79.0
394035,2017,ATL,MIN,4.0,2017-12-03,Half1,1912.0,punt,4,51.0
394053,2017,ATL,MIN,4.0,2017-12-03,Half2,1621.0,field_goal,3,29.0
394059,2017,ATL,MIN,4.0,2017-12-03,Half2,1488.0,punt,13,73.0
394064,2017,ATL,MIN,4.0,2017-12-03,Half2,1408.0,no_play,8,55.0
394065,2017,ATL,MIN,4.0,2017-12-03,Half2,1400.0,punt,18,65.0
394088,2017,ATL,MIN,4.0,2017-12-03,Half2,807.0,punt,6,73.0
394095,2017,ATL,MIN,4.0,2017-12-03,Half2,582.0,punt,22,75.0
394105,2017,ATL,MIN,4.0,2017-12-03,Half2,304.0,field_goal,4,27.0
396550,2017,ATL,NO,4.0,2017-12-07,Half1,3292.0,field_goal,14,16.0
396561,2017,ATL,NO,4.0,2017-12-07,Half1,3037.0,field_goal,5,10.0
396569,2017,ATL,NO,4.0,2017-12-07,Half1,2841.0,punt,4,53.0
396573,2017,ATL,NO,4.0,2017-12-07,Half1,2782.0,punt,4,75.0
396581,2017,ATL,NO,4.0,2017-12-07,Half1,2585.0,punt,7,45.0
396641,2017,ATL,NO,4.0,2017-12-07,Half2,1387.0,punt,6,79.0
396647,2017,ATL,NO,4.0,2017-12-07,Half2,1172.0,punt,14,58.0
396651,2017,ATL,NO,4.0,2017-12-07,Half2,1033.0,punt,14,80.0
396674,2017,ATL,NO,4.0,2017-12-07,Half2,473.0,punt,13,71.0
396682,2017,ATL,NO,4.0,2017-12-07,Half2,234.0,field_goal,11,34.0
396691,2017,ATL,NO,4.0,2017-12-07,Half2,115.0,run,1,24.0
405050,2017,ATL,CAR,4.0,2017-12-31,Half1,3272.0,punt,12,77.0
405058,2017,ATL,CAR,4.0,2017-12-31,Half1,3072.0,punt,6,57.0
405065,2017,ATL,CAR,4.0,2017-12-31,Half1,2941.0,punt,10,54.0
405071,2017,ATL,CAR,4.0,2017-12-31,Half1,2803.0,punt,9,50.0
405077,2017,ATL,CAR,4.0,2017-12-31,Half1,2694.0,punt,14,82.0
405081,2017,ATL,CAR,4.0,2017-12-31,Half1,2545.0,punt,1,79.0
405085,2017,ATL,CAR,4.0,2017-12-31,Half1,2484.0,punt,10,60.0
405091,2017,ATL,CAR,4.0,2017-12-31,Half1,2364.0,punt,10,65.0
405105,2017,ATL,CAR,4.0,2017-12-31,Half1,1920.0,run,1,19.0
405126,2017,ATL,CAR,4.0,2017-12-31,Half2,1721.0,punt,4,72.0
405140,2017,ATL,CAR,4.0,2017-12-31,Half2,1295.0,field_goal,10,12.0
405150,2017,ATL,CAR,4.0,2017-12-31,Half2,1129.0,field_goal,7,24.0
405155,2017,ATL,CAR,4.0,2017-12-31,Half2,1069.0,punt,3,68.0
405164,2017,ATL,CAR,4.0,2017-12-31,Half2,855.0,field_goal,1,12.0
405172,2017,ATL,CAR,4.0,2017-12-31,Half2,638.0,field_goal,6,24.0
405181,2017,ATL,CAR,4.0,2017-12-31,Half2,403.0,field_goal,14,38.0
405187,2017,ATL,CAR,4.0,2017-12-31,Half2,332.0,punt,14,79.0
405192,2017,ATL,CAR,4.0,2017-12-31,Half2,269.0,punt,6,66.0
405198,2017,ATL,CAR,4.0,2017-12-31,Half2,151.0,field_goal,2,15.0
411011,2018,ATL,CAR,4.0,2018-09-16,Half1,3400.0,field_goal,3,36.0
411023,2018,ATL,CAR,4.0,2018-09-16,Half1,3046.0,field_goal,5,26.0
411029,2018,ATL,CAR,4.0,2018-09-16,Half1,2904.0,punt,20,85.0
411036,2018,ATL,CAR,4.0,2018-09-16,Half1,2718.0,punt,11,64.0
411044,2018,ATL,CAR,4.0,2018-09-16,Half1,2542.0,run,4,33.0
411074,2018,ATL,CAR,4.0,2018-09-16,Half1,1912.0,punt,14,68.0
411093,2018,ATL,CAR,4.0,2018-09-16,Half2,1677.0,punt,2,90.0
411110,2018,ATL,CAR,4.0,2018-09-16,Half2,1243.0,punt,12,47.0
411118,2018,ATL,CAR,4.0,2018-09-16,Half2,1013.0,punt,4,42.0
